"---------------------> nnschellbysignature SCHEDULLER, CACHE WITH 0.75% AND CHUNK OF (64) -----------------"
"{'t1': 220, 't2': 259, 'similar?': 0.32, 'premature_discard': 0, 'discarded': 7177, 'used': 3303, 'hits_t1': 364, 'rules_t1': 9587, 'hits_t2': 3303, 'rules_t2': 7177}"
"{'t1': 259, 't2': 268, 'similar?': 0.26, 'premature_discard': 28, 'discarded': 7655, 'used': 2625, 'hits_t1': 3303, 'rules_t1': 7177, 'hits_t2': 2625, 'rules_t2': 7655}"
"{'t1': 268, 't2': 274, 'similar?': 0.31, 'premature_discard': 15, 'discarded': 6714, 'used': 2951, 'hits_t1': 2625, 'rules_t1': 7655, 'hits_t2': 2951, 'rules_t2': 6714}"
"{'t1': 274, 't2': 286, 'similar?': 0.36, 'premature_discard': 0, 'discarded': 6668, 'used': 3682, 'hits_t1': 2951, 'rules_t1': 6714, 'hits_t2': 3682, 'rules_t2': 6668}"
"{'t1': 286, 't2': 269, 'similar?': 0.46, 'premature_discard': 0, 'discarded': 5390, 'used': 4525, 'hits_t1': 3682, 'rules_t1': 6668, 'hits_t2': 4525, 'rules_t2': 5390}"
"{'t1': 269, 't2': 270, 'similar?': 0.53, 'premature_discard': 0, 'discarded': 4808, 'used': 5488, 'hits_t1': 4525, 'rules_t1': 5390, 'hits_t2': 5488, 'rules_t2': 4808}"
"{'t1': 270, 't2': 305, 'similar?': 0.48, 'premature_discard': 161, 'discarded': 4975, 'used': 4525, 'hits_t1': 5488, 'rules_t1': 4808, 'hits_t2': 4525, 'rules_t2': 4975}"
"{'t1': 305, 't2': 263, 'similar?': 0.42, 'premature_discard': 153, 'discarded': 5554, 'used': 4089, 'hits_t1': 4525, 'rules_t1': 4975, 'hits_t2': 4089, 'rules_t2': 5554}"
"{'t1': 263, 't2': 277, 'similar?': 0.83, 'premature_discard': 0, 'discarded': 1648, 'used': 7806, 'hits_t1': 4089, 'rules_t1': 5554, 'hits_t2': 7806, 'rules_t2': 1648}"
"{'t1': 277, 't2': 298, 'similar?': 0.92, 'premature_discard': 0, 'discarded': 704, 'used': 8473, 'hits_t1': 7806, 'rules_t1': 1648, 'hits_t2': 8473, 'rules_t2': 704}"
"{'t1': 298, 't2': 316, 'similar?': 0.89, 'premature_discard': 0, 'discarded': 296, 'used': 9177, 'hits_t1': 8473, 'rules_t1': 704, 'hits_t2': 9177, 'rules_t2': 296}"
"{'t1': 316, 't2': 308, 'similar?': 0.39, 'premature_discard': 0, 'discarded': 6392, 'used': 4089, 'hits_t1': 9177, 'rules_t1': 296, 'hits_t2': 4089, 'rules_t2': 6392}"
"{'t1': 308, 't2': 319, 'similar?': 0.21, 'premature_discard': 0, 'discarded': 7859, 'used': 2047, 'hits_t1': 4089, 'rules_t1': 6392, 'hits_t2': 2047, 'rules_t2': 7859}"
"{'t1': 319, 't2': 317, 'similar?': 0.25, 'premature_discard': 0, 'discarded': 7950, 'used': 2625, 'hits_t1': 2047, 'rules_t1': 7859, 'hits_t2': 2625, 'rules_t2': 7950}"
"{'t1': 317, 't2': 291, 'similar?': 0.33, 'premature_discard': 0, 'discarded': 6616, 'used': 3303, 'hits_t1': 2625, 'rules_t1': 7950, 'hits_t2': 3303, 'rules_t2': 6616}"
"{'t1': 291, 't2': 303, 'similar?': 0.08, 'premature_discard': 40, 'discarded': 9965, 'used': 833, 'hits_t1': 3303, 'rules_t1': 6616, 'hits_t2': 833, 'rules_t2': 9965}"
"{'t1': 303, 't2': 320, 'similar?': 0.11, 'premature_discard': 1014, 'discarded': 10708, 'used': 190, 'hits_t1': 833, 'rules_t1': 9965, 'hits_t2': 190, 'rules_t2': 10727}"
"{'t1': 320, 't2': 330, 'similar?': 0.53, 'premature_discard': 6173, 'discarded': 11042, 'used': 0, 'hits_t1': 190, 'rules_t1': 10727, 'hits_t2': 0, 'rules_t2': 11361}"
"{'t1': 330, 't2': 335, 'similar?': 0.56, 'premature_discard': 4915, 'discarded': 9928, 'used': 771, 'hits_t1': 0, 'rules_t1': 11361, 'hits_t2': 771, 'rules_t2': 9928}"
"{'t1': 335, 't2': 321, 'similar?': 0.45, 'premature_discard': 3008, 'discarded': 8870, 'used': 2101, 'hits_t1': 771, 'rules_t1': 9928, 'hits_t2': 2101, 'rules_t2': 9005}"
"{'t1': 321, 't2': 332, 'similar?': 0.68, 'premature_discard': 7935, 'discarded': 11142, 'used': 0, 'hits_t1': 2101, 'rules_t1': 9005, 'hits_t2': 0, 'rules_t2': 11446}"
"{'t1': 332, 't2': 341, 'similar?': 0.72, 'premature_discard': 7422, 'discarded': 10911, 'used': 0, 'hits_t1': 0, 'rules_t1': 11446, 'hits_t2': 0, 'rules_t2': 10911}"
"{'t1': 341, 't2': 325, 'similar?': 0.61, 'premature_discard': 437, 'discarded': 4372, 'used': 5547, 'hits_t1': 0, 'rules_t1': 10911, 'hits_t2': 5547, 'rules_t2': 4372}"
"{'t1': 325, 't2': 374, 'similar?': 0.85, 'premature_discard': 0, 'discarded': 1446, 'used': 8473, 'hits_t1': 5547, 'rules_t1': 4372, 'hits_t2': 8473, 'rules_t2': 1446}"
"{'t1': 374, 't2': 379, 'similar?': 0.85, 'premature_discard': 666, 'discarded': 1446, 'used': 8473, 'hits_t1': 8473, 'rules_t1': 1446, 'hits_t2': 8473, 'rules_t2': 1446}"
"{'t1': 379, 't2': 338, 'similar?': 0.73, 'premature_discard': 0, 'discarded': 2894, 'used': 7806, 'hits_t1': 8473, 'rules_t1': 1446, 'hits_t2': 7806, 'rules_t2': 2894}"
"{'t1': 338, 't2': 322, 'similar?': 0.44, 'premature_discard': 3224, 'discarded': 9086, 'used': 1988, 'hits_t1': 7806, 'rules_t1': 2894, 'hits_t2': 1988, 'rules_t2': 9374}"
"{'t1': 322, 't2': 347, 'similar?': 0.23, 'premature_discard': 1263, 'discarded': 9088, 'used': 826, 'hits_t1': 1988, 'rules_t1': 9374, 'hits_t2': 826, 'rules_t2': 9088}"
"{'t1': 347, 't2': 381, 'similar?': 0.65, 'premature_discard': 25, 'discarded': 3493, 'used': 6579, 'hits_t1': 826, 'rules_t1': 9088, 'hits_t2': 6579, 'rules_t2': 3493}"
"{'t1': 381, 't2': 360, 'similar?': 0.12, 'premature_discard': 0, 'discarded': 8210, 'used': 1159, 'hits_t1': 6579, 'rules_t1': 3493, 'hits_t2': 1159, 'rules_t2': 8210}"
"{'t1': 360, 't2': 367, 'similar?': 0.19, 'premature_discard': 0, 'discarded': 7718, 'used': 1793, 'hits_t1': 1159, 'rules_t1': 8210, 'hits_t2': 1793, 'rules_t2': 7718}"
"{'t1': 367, 't2': 366, 'similar?': 0.05, 'premature_discard': 64, 'discarded': 9395, 'used': 469, 'hits_t1': 1793, 'rules_t1': 7718, 'hits_t2': 469, 'rules_t2': 9395}"
